OBJECTID,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
1712,Cosgrove Intake and Power Station,USA0010825,3.200000000000000,42.404400000000003,-71.687200000000004,Hydro,,,,1969.000000000000000,Massachusetts Water Res Auth,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.827,4.156,4.402,2.897,3.524,
1713,Cosmo Specialty Fibers Plant,USA0050185,15.000000000000000,46.954099999999997,-123.761099999999999,Waste,Oil,,,1957.000000000000000,Cosmo Specialty Fibers,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,111.98,108.916,113.685,0,115.967,
1714,Coso Energy Developers,USA0010875,90.000000000000000,36.001899999999999,-117.788600000000002,Geothermal,,,,1989.000000000000000,Coso Operating Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,373.19,340.994,295.578,267.151,271.722,
1715,Coso Finance Partners,USA0010873,92.200000000000003,36.037199999999999,-117.798100000000005,Geothermal,,,,1987.650759000000107,Coso Operating Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,492.795,473.318,501.208,484.689,473.943,
1716,Coso Power Developers,USA0010874,90.000000000000000,36.019199999999998,-117.791700000000006,Geothermal,,,,1989.666666999999961,Coso Operating Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,488.709,449.159,439.325,473.756,404.007,
1717,Cosumnes,USA0055970,530.000000000000000,38.338500000000003,-121.123999999999995,Gas,Biomass,,,2006.000000000000000,Sacramento Municipal Util Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49184,2017,3828.845,3980.086,3924.276,3859.085999,3192.303069,
1718,Cottage Street Solar Facility,USA0058568,3.200000000000000,42.145299999999999,-72.538300000000007,Solar,,,,2014.000000000000000,Western Massachusetts Electric Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68745,2017,,2.972,5.123,5.051,4.33494,
1719,Cotten Farm  LLC,USA0060965,5.000000000000000,35.528500000000001,-79.198499999999996,Solar,,,,2016.000000000000000,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.003,10.036,2.229638340000000
1720,Cotton Center Solar,USA0057561,17.000000000000000,33.034700000000001,-112.661699999999996,Solar,,,,2011.000000000000000,Arizona Public Service Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64567,2017,43.658,43.648,42.798,38.993,32.594,
1721,Cotton Plains Wind Farm,USA0060210,50.399999999999999,34.060299999999998,-101.187600000000003,Wind,,,,2017.000000000000000,Cotton Plains Wind I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,161.739,8.941340817000000
1722,Cottonwood,USA0000394,1.600000000000000,36.443399999999997,-118.043899999999994,Hydro,,,,1908.500000000000000,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25084,2017,0.532,1.563,1.097,1.613,4.159,
1723,Cottonwood Energy Project,USA0055358,1433.599999999999909,30.258800000000001,-93.735299999999995,Gas,,,,2003.000000000000000,Cottonwood Energy Co LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47112,2017,5152.443,4981.245,6925.845,4742.95,6303.273,
1724,Cottonwood Solar  LLC (City of Corcoran),USA0059087,12.000000000000000,36.134399999999999,-119.554400000000001,Solar,,,,2015.000000000000000,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66568,2017,,,20.772,29.661,27.679,5.351132016000000
1725,Cottonwood Solar  LLC (Goose Lake),USA0059086,12.000000000000000,35.593600000000002,-119.579999999999998,Solar,,,,2015.000000000000000,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,24.269,35.207,34.853,5.351132016000000
1726,Cottonwood Solar  LLC Cottonwood Carport,USA0059703,1.000000000000000,38.129800000000003,-122.568200000000004,Solar,,,,2016.000000000000000,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.828,1.21,0.445927668000000
1727,Cottonwood Wind Energy Center,USA0061407,89.700000000000003,40.240200000000002,-98.406000000000006,Wind,,,,2017.000000000000000,Cottonwood Wind Project,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,68.947,15.913457760000000
1728,Cougar,USA0003076,26.000000000000000,44.130699999999997,-122.243899999999996,Hydro,,,,1964.000000000000000,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35546,2017,126.669,156.925,62.141,35.4,96.175,
1729,Cougar Solar  LLC,USA0061658,1.900000000000000,35.462400000000002,-79.180700000000002,Solar,,,,2018.000000000000000,Cougar Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0,0.847262569000000
1730,Coughlin Power Station,USA0001396,922.799999999999955,30.843900000000001,-92.261099999999999,Gas,,,,1986.242089000000078,Cleco Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15872,2017,962.345,1635.399,3045.812,2850.064,2347.362,
1731,County College of Morris,USA0058881,2.900000000000000,40.856699999999996,-74.581400000000002,Solar,,,,2013.000000000000000,Sunlight General Morris Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66115,2017,0.279,3.905,3.755,4.259,3.872,
1732,County Home Solar Center  LLC,USA0060199,2.000000000000000,35.263300000000001,-81.508700000000005,Solar,,,,2016.000000000000000,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.879,3.79,0.891855336000000
1733,Countyside Genco LLC,USA0055773,12.800000000000001,42.321100000000001,-88.031899999999993,Waste,,,,2012.000000000000000,Illinois Electricial Gen Partn,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,25.219,48.77,37.187,20.863,38.167,
1734,Courtenay Wind Farm,USA0058658,200.000000000000000,47.179699999999997,-98.594700000000003,Wind,,,,2017.000000000000000,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67135,2017,,,,86.382,777.048,35.481511179999998
1735,Covanta Alexandria/Arlington Energy,USA0050663,29.000000000000000,38.801400000000001,-77.128799999999998,Waste,,,,1987.000000000000000,Covanta Alexandria/Arlington,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28731,2017,163.179526,165.16267,160.318917,167.256661,150.843,
1736,Covanta Babylon Inc,USA0050649,17.000000000000000,40.734800000000000,-73.386799999999994,Waste,,,,1989.000000000000000,Covanta Babylon Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,110.506,109.522,110.455,116.383,114.824,
1737,Covanta Bristol Energy,USA0050648,16.300000000000001,41.649200000000000,-72.915300000000002,Waste,Gas,,,1988.000000000000000,Covanta Bristol Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28733,2017,105.667,103.414,108.604,106.849,104.5,
1738,Covanta Delano Energy,USA0010840,57.000000000000000,35.714399999999998,-119.233699999999999,Waste,,,,1991.326315999999906,Covanta Delano Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,320.439,301.036,265.648001,0,0,
1739,Covanta Delaware Valley,USA0010746,90.000000000000000,39.826500000000003,-75.388199999999998,Waste,Gas,,,1991.000000000000000,Covanta Delaware Valley LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13172,2017,559.885994,547.219,594.285997,603.879003,644.707996,
1740,Covanta Essex Company,USA0010643,69.799999999999997,40.737600000000000,-74.125500000000002,Waste,Oil,,,1990.000000000000000,Covanta Essex Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13165,2017,0,0,0,0,436.284,
1741,Covanta Fairfax Energy,USA0050658,124.000000000000000,38.695000000000000,-77.241100000000003,Waste,Gas,,,1990.000000000000000,Covanta Fairfax Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28747,2017,557.810008,588.615,521.433005,533.576001,57.565,
1742,Covanta Haverhill,USA0050661,46.000000000000000,42.765000000000001,-71.124200000000002,Waste,,,,1989.000000000000000,Ogden Projects Inc-Haverhill,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28737,2017,340.388001,336.585998,328.713999,332.378002,311.067,
1743,Covanta Hempstead,USA0010642,78.599999999999994,40.738900000000001,-73.590599999999995,Waste,Oil,,,1989.000000000000000,Covanta Hempstead Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13166,2017,559.380994,574.659005,573.666007,572.812996,593.507001,
1744,Covanta Hennepin Energy,USA0010013,39.500000000000000,44.983300000000000,-93.280400000000000,Waste,,,,1989.000000000000000,Covanta Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28736,2017,126.243,193.13,182.418,196.594,214.972001,
1745,Covanta Indianapolis Energy,USA0050647,6.500000000000000,39.734499999999997,-86.189099999999996,Waste,Gas,,,1988.000000000000000,Covanta Indianapolis Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,40.10465,39.71665,41.024,40.3035,40.612,
1746,Covanta Lake County Energy,USA0050629,15.500000000000000,28.740200000000002,-81.889200000000002,Waste,Gas,,,1990.000000000000000,Covanta Lake Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,80.622,71.11,80.616,81.277,67.25,
1747,Covanta Marion Inc,USA0050630,13.100000000000000,45.048499999999997,-122.962800000000001,Waste,Gas,,,1986.000000000000000,Covanta Marion Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,70.909,87.764,86.318,83.855,81.145,
1748,Covanta Mendota,USA0010837,28.000000000000000,36.755899999999997,-120.365399999999994,Waste,,,,1989.000000000000000,Covanta Mendota LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34568,2017,175.421999,179.347001,0,0,0,
1749,Covanta Niagara I  LLC,USA0050472,50.000000000000000,43.083900000000000,-79.005600000000001,Waste,Gas,,,1980.000000000000000,Covanta Energy of Niagara LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,162.319,
1750,Covanta Plymouth Renewable Energy,USA0054625,32.100000000000001,40.096699999999998,-75.310299999999998,Waste,,,,1992.000000000000000,Covanta Plymouth Renewable Energy L P,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26781,2017,211.559999,203.540003,210.085,83.53,195.885,
1751,Covanta Southeastern Connecticut Company,USA0010646,18.300000000000001,41.475000000000001,-72.068799999999996,Waste,Oil,,,1992.000000000000000,Covanta Southeastern Connecticut Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,133.97,129.798,128.678,136.462,124.777,
1752,Covanta Stanislaus Energy,USA0050632,24.000000000000000,37.385300000000001,-121.141000000000005,Waste,,,,1988.000000000000000,Covanta Stanislaus Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,147.826,154.112,151.767,152.532,153.401,
1753,Covanta Tulsa Renewable Energy LLC,USA0050660,16.800000000000001,36.131900000000002,-96.018100000000004,Waste,Gas,,,1989.000000000000000,Covanta Tulsa Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28762,2017,4.077,-4.7,23.688,11.091,2.573,
1754,Covanta Warren Energy,USA0010012,13.500000000000000,40.820500000000003,-75.011200000000002,Waste,,,,1988.000000000000000,Covanta Warren Energy Resource Co LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,82.739,81.686,
1755,Cove Hydroelectric,USA0010707,5.000000000000000,40.871299999999998,-121.948700000000002,Hydro,,,,1990.000000000000000,Snow Mountain Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29498,2017,9.489,7.047,3.117,16.568,18.241,
1756,Cove Point LNG Terminal,USA0059073,91.599999999999994,38.385500000000000,-76.409800000000004,Gas,,,,1999.456331999999975,Dominion Cove Point LNG  LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17080,2017,137.584,129.703,162.456,172.049,195.753,
1757,Covel Gardens Gas Recovery,USA0056864,9.600000000000000,29.346699999999998,-98.653599999999997,Waste,,,,2005.000000000000000,Energy Developments Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,62.941,63.422,60.486,60.276,58.593,
1758,Coventry Photovoltaic  LLC,USA0060411,2.200000000000000,44.910200000000003,-72.219800000000006,Solar,,,,2014.000000000000000,Soltage LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,2.96,3.136,2.817,0.981040870000000
1759,Covington Facility,USA0050900,160.900000000000006,37.799700000000001,-79.994699999999995,Waste,Coal,Oil,Gas,1996.909259999999904,WestRock Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,654.034301,893.091209,1010.363143,961.469005,928.862008,
